id,search_term,dismissed_at,created_at
9e633c9b-5050-4a35-a8bf-c7a493eef363,"Beautifly ""2/107"" Deoxys reverse holo",2025-12-07 05:54:36.999+00,2025-12-07 05:54:38.191301+00
9e8c107f-0126-4411-afc4-69367b161426,"Munchlax 69 ""69/111"" Rising Rivals reverse holo",2025-11-30 23:02:39.063+00,2025-11-30 23:02:38.017704+00
9efc64ca-7853-40b8-9845-87f943fb4f76,"Blastoise ""2/132"" Secret Wonders reverse holo",2025-12-01 03:21:26.56+00,2025-12-01 03:21:24.738274+00
9efce9f1-ae81-4698-9d1a-a2b68ca5d063,Team Aqua's Kyogre 3/95 Team Magma vs Team Aqua reverse holo,2025-10-31 13:41:22.714+00,2025-10-31 13:41:22.617179+00
9f7f1fb5-de13-4060-95c1-5d17fed2351b,"Nest Ball Europe Championships Staff ""181/198"" League & Championship Cards reverse holo",2025-12-01 03:21:43.733+00,2025-12-01 03:21:41.820916+00
a017f59b-4f4c-4ba9-8673-12e546432387,Typhlosion Prime 110/123 HeartGold SoulSilver holo,2025-10-31 03:05:38.171+00,2025-10-31 03:05:38.808334+00
a01c05b8-51bb-4011-a28f-e9516a8d572c,Nest Ball Europe Championships Staff 181/198 League & Championship Cards reverse holo,2025-10-30 12:56:10.002+00,2025-10-30 12:56:09.327036+00
a062486c-ac35-46aa-b0c6-5b30611d7547,Tyranitar Delta Species 16/113 Delta Species reverse holo,2025-11-08 18:55:16.012+00,2025-11-08 18:55:14.647419+00
a1a71d29-ba99-449d-b737-b070bc25e77d,Feraligatr 47 047/165 Expedition reverse holo,2025-11-17 03:24:00.098+00,2025-11-17 03:23:59.487967+00
a1d90258-2371-4240-a545-53221f624bcc,Gyarados  XY Promos XY109 holo,2025-10-31 13:10:59.966+00,2025-10-31 13:10:59.831207+00
a2f60ad0-20bf-4bde-a9e8-184e7b8c9c87,Team Rocket's Zapdos EB Games Exclusive,2025-10-29 02:46:31.703+00,2025-10-29 02:46:31.7971+00
a4097531-ca7e-4652-8cfa-56acb0b1b4ce,Meowth 102/101 Noble Victories holo,2025-10-30 12:56:43.93+00,2025-10-30 12:56:43.380052+00
a47c4ecf-a16c-40a8-80cf-ffa9d9a38be3,Pikachu 58/102 058/102 Jumbo Cards,2025-10-29 13:25:30.172+00,2025-10-29 13:25:31.343299+00
a4ba6b41-0ad9-4b3c-a529-b7107276a00f,Pikachu 58/102 E3 Stamped,2025-12-01 03:40:44.356+00,2025-12-01 03:40:42.394434+00
a4d7a097-dd03-426f-8f1e-25e4b7983ae3,Tangrowth Lv.X 99/99 Arceus holo,2025-10-31 12:29:29.013+00,2025-10-31 12:29:29.124931+00
a6cc5d28-9388-4053-8947-b3e9ad8213ee,Fire Energy 116/123 HeartGold SoulSilver,2025-10-31 12:52:14.066+00,2025-10-31 12:52:13.790997+00
a6d837b8-940a-42fb-92f6-143f4f59a261,Charizard EX XY Black Star Promos Jumbo Cards XY121 holo,2025-10-29 19:36:12.262+00,2025-10-29 19:36:12.891489+00
a6ee8db4-0bef-4e96-b9c9-642b53f4e013,Machamp LV.X 98/100 Stormfront holo,2025-10-31 12:06:22.02+00,2025-10-31 12:06:21.855022+00
a6f1cf59-aceb-4cca-b0ca-60db6cd43fcc,Snorlax Vivid Voltage Stamped,2025-10-31 12:52:11.302+00,2025-10-31 12:52:11.02733+00
a8069d51-233c-4374-b229-e6f84d11e7b7,"Typhlosion Prime ""110/123"" HeartGold SoulSilver holo",2025-11-30 22:57:23.796+00,2025-11-30 22:57:22.491038+00
a8a6e130-74c6-412c-b3f2-a95a59bd8369,"Gengar ""5/92"" Legend Maker reverse holo",2025-12-12 03:59:20.428+00,2025-12-12 03:59:19.620249+00
aa2f778e-5484-483e-9564-163fc4aeca44,Riolu Pokemon Center Exclusive Mega Evolution Promo 010 holo,2025-10-24 01:04:50.965+00,2025-10-24 01:04:50.627923+00
aa7ef9d9-70a7-4526-888f-62b246822f8b,Lucario GX Secret 135/131 Forbidden Light holo,2025-10-31 13:36:58.403+00,2025-10-31 13:36:58.254564+00
ab2bca55-4d80-4bc9-9147-fc8d61726140,Pikachu World Championship 2025 Winner Scarlet & Violet Promo Cards 225,2025-10-29 19:28:52.642+00,2025-10-29 19:28:53.231169+00
ab63ac08-45fc-413a-9a91-82329cb8dd6b,Champions Festival World Championships 2018 Staff SM Promos SM148,2025-10-24 01:59:45.35+00,2025-10-24 01:59:44.314073+00
abb514b6-ae95-478f-856e-cd7ebbd2d969,"Charmander ""98/97"" Dragon holo",2025-12-27 16:32:44.761+00,2025-12-27 16:32:45.001081+00
abb64ffe-4458-4307-97b7-f0daf154724a,Larvitar Delta Species Stamp,2025-10-29 19:47:10.21+00,2025-10-29 19:47:10.733853+00
ad7a2e68-bdd4-49f2-b10a-49e945c1cb63,Salamence ex 103/107 Deoxys holo,2025-11-17 03:01:30.552+00,2025-11-17 03:01:30.024724+00
ad8a8e22-b6e7-44e0-9b8f-7ae667adc8f3,Yveltal EB Games,2025-11-23 05:16:39.554+00,2025-11-23 05:16:38.539496+00
ae6e2d92-9484-46e7-8b92-9e76dbd54861,Suicune GX Secret 220/214 Lost Thunder holo,2025-10-31 11:56:16.075+00,2025-10-31 11:56:15.96717+00
aeace9af-5988-4b97-a8c3-dca80f3085fb,unopened Kyogre ex EX Collector's Tins Nintendo Promos 037 holo,2025-10-31 02:43:56.374+00,2025-10-31 02:43:56.921164+00
aeb2be62-3cd4-4e82-a9c0-e687de04bd42,Dusknoir LV.X 96/100 Stormfront holo,2025-10-31 11:54:33.911+00,2025-10-31 11:54:33.741264+00
af0261fe-cb78-4372-9974-dba3071a66a1,Mewtwo EX 163 Secret Full Art 163/162 BREAKthrough holo,2025-11-07 19:08:54.34+00,2025-11-07 19:08:53.334187+00
b0514e0a-e58d-4afb-bee9-66f6873ca45a,Victory Medal 2010 2011 Battle Road Spring League & Championship Cards  holo,2025-12-17 03:24:37.536+00,2025-12-17 03:24:35.376287+00
b09419c3-42f1-4cb4-8a58-376be84747a3,Flareon 26/90 Undaunted reverse holo,2025-10-30 15:08:18.834+00,2025-10-30 15:08:18.072058+00
b0e95741-6a3a-4020-a2fe-18bfceceeaff,Paradise Resort World Championships 2025 Scarlet & Violet Promo Cards 224,2025-12-12 03:40:52.283+00,2025-12-12 03:40:51.583051+00
b12a65bb-8e8f-4a37-8d4c-bb1c1c0e4284,"Cresselia LV.X ""103/106"" Great Encounters holo",2025-12-01 03:36:54.22+00,2025-12-01 03:36:52.257244+00
b1e26c5c-b07c-4242-8754-b93ac95f40dc,Wooper 79/115 Unseen Forces reverse holo,2025-11-16 05:14:03.787+00,2025-11-16 05:14:04.034383+00
b2540ea9-73d4-4d12-8b16-25a9e600d2db,Ninetales 19/108 Power Keepers reverse holo,2025-10-31 11:56:02.098+00,2025-10-31 11:56:01.917364+00
b2673f82-ef6e-4194-8cd2-335002ad099c,Entei 4/132 Secret Wonders reverse holo,2025-10-30 15:12:14.011+00,2025-10-30 15:12:13.27588+00
b3a485a5-7a16-48e1-a994-6f0268d8ee57,M Metagross EX Shiny XY Promos XY35 holo,2025-10-30 20:00:23.64+00,2025-10-30 20:00:24.219244+00
b3bc9520-aa4d-44a0-9258-dcec248468f9,"Tyranitar ""30/100"" Stormfront reverse holo",2026-03-10 16:01:13.808+00,2026-03-10 16:01:13.346656+00
b3e4c03a-e020-43aa-af5d-9679bd0a2f73,Charizard G LV.X  Diamond and Pearl Promos DP45 holo,2025-10-31 11:52:00.699+00,2025-10-31 11:52:00.518652+00
b3eaf95c-17cb-490a-af5d-5120b14b2d06,Suicune H25 H25/H32 Aquapolis holo,2025-11-16 06:01:15.889+00,2025-11-16 06:01:16.268668+00
b48411c9-5651-4c60-95c5-ba2f9cd698e9,Arven Regional Championships 166/198 League & Championship Cards reverse holo,2025-10-29 13:21:47.987+00,2025-10-29 13:21:49.041811+00
b49dd181-30a6-4963-a62f-4514258542bb,"Blaziken ""5/108"" Power Keepers reverse holo",2026-03-10 14:54:28.42+00,2026-03-10 14:54:28.05568+00
b51c4881-89bc-4e59-a91d-af1ed9d2879e,Deoxys EX Team Plasma 53/116 Plasma Freeze holo,2025-10-31 01:50:07.503+00,2025-10-31 01:50:08.138333+00
b5bd77bb-c01d-427e-9237-2d8777a94b4c,"Deoxys Delta Species Normal Forme ""5/110"" Holon Phantoms reverse holo",2025-12-07 06:00:07.742+00,2025-12-07 06:00:08.932415+00
b6843e65-7e32-4610-8e49-29950fbccff6,"Exeggcute 76 ""076/147"" Aquapolis reverse holo",2025-11-30 22:59:17.797+00,2025-11-30 22:59:16.673448+00
b71f6cb2-e573-47dd-8b90-1d42730808fe,Ivysaur 05/18 Southern Islands,2025-10-29 19:27:56.831+00,2025-10-29 19:27:57.459593+00
b79c22b2-a11c-40f2-a523-23d0a94d5008,Mewtwo EX 98 Full Art 98/99 Next Destinies holo,2025-10-31 13:14:18.674+00,2025-10-31 13:14:18.367371+00
b7e4fd70-2eec-451d-a961-6c4c61893268,Eevee 55/115 Unseen Forces reverse holo,2025-10-31 02:59:05.012+00,2025-10-31 02:59:05.396016+00
b805b280-e728-435c-96d4-bdea8c9a96db,"Wooper Delta Species ""71/101"" Dragon Frontiers reverse holo",2025-11-30 23:28:06.86+00,2025-11-30 23:28:05.678533+00
b8871976-0ed4-44ab-90a4-c3b97eca0c16,Mew 10/92 Legend Maker reverse holo,2025-11-08 18:56:47.654+00,2025-11-08 18:56:46.359144+00
b89f7525-61fd-4f62-baf3-ec7321cdb0ef,Mew 111/110 Holon Phantoms holo,2025-11-17 02:56:17.991+00,2025-11-17 02:56:17.473551+00
b8be9d7a-88ea-4703-8bec-d5487d264ac5,Lapras  HGSS Promos HGSS14 holo,2025-10-31 02:46:40.926+00,2025-10-31 02:46:41.442041+00
b9743cd8-5c39-4dd1-b186-0e59e9c78fe8,Mesprit LV.X 143/146 Legends Awakened holo,2025-10-31 13:21:42.556+00,2025-10-31 13:21:42.247828+00
b9e5836f-7419-4654-b849-468d25a5d2a7,"Steelix H23 ""H23/H32"" Aquapolis holo",2025-12-27 16:13:29.791+00,2025-12-27 16:13:30.101239+00
ba431655-5a40-42d0-987d-615247d9c94a,Ash Greninja EX  XY Promos XY133 holo,2025-10-31 02:58:59.987+00,2025-10-31 02:59:00.511584+00
bb4b54d3-5668-4401-b1e0-118f282a12b5,Mewtwo V UNION Set of 4 Sword & Shield Promo Cards  holo,2025-10-30 15:05:22.53+00,2025-10-30 15:05:22.125595+00
bbde1e6d-0fb3-46d5-adc4-5891a78981ac,Swampert  13/109 Ruby and Sapphire reverse holo,2025-10-30 13:46:02.525+00,2025-10-30 13:46:02.025868+00
bc2cba0e-cb20-4dd8-ba62-79e7f236a98f,Spinarak 78/109 Team Rocket Returns reverse holo,2025-10-29 17:53:26.902+00,2025-10-29 17:53:27.70991+00
bc8b69f5-cb1e-43e5-9808-57384869c40e,Unown S S/28 Unseen Forces holo,2025-10-31 12:46:17.45+00,2025-10-31 12:46:17.565718+00
bc98f4d4-f357-4695-bd9b-faac4d58e696,"Trapinch ""68/108"" Power Keepers reverse holo",2025-12-06 01:13:32.337+00,2025-12-06 01:13:29.789444+00
bca23fe9-db98-46ae-bc75-490bcaa894ff,Kyurem EX 86 Full Art 86/98 Ancient Origins holo,2025-10-31 12:59:36.028+00,2025-10-31 12:59:35.84343+00
be0f3c67-e3f6-427c-81a1-10b91fbe1de5,Slowking 14/115 Unseen Forces reverse holo,2025-10-31 13:06:16.847+00,2025-10-31 13:06:16.535225+00
be14c322-a93f-485a-a284-460b624ac19e,Deoxys Delta Species Normal Forme 5/110 Holon Phantoms reverse holo,2025-11-17 03:41:06.263+00,2025-11-17 03:41:05.636165+00
be4b32ff-4a54-47c3-8fc6-bb03747985a3,Staraptor FB Lv.X Supreme Victors 147 holo,2025-10-29 11:53:22.546+00,2025-10-29 11:53:23.929109+00
be6e9637-3525-43e5-a9ba-21521e0ee1bc,Donphan Prerelease Staff Sword & Shield Promo Cards SWSH067 holo,2026-03-10 16:23:47.237+00,2026-03-10 16:23:46.791589+00
bf41ca9e-b652-42c9-8f5e-f44285b8c334,M Heracross EX Secret 112/111 Furious Fists holo,2025-10-31 02:34:49.165+00,2025-10-31 02:34:49.562245+00
bfba953d-a304-439f-93ea-d1c9eefc8d4d,Iron Moth European Promo,2026-03-10 16:13:41.499+00,2026-03-10 16:13:40.899491+00
c26ab441-1897-4b39-b7c0-62bfa571df23,Ralts Delta Species 61/101 Dragon Frontiers reverse holo,2025-10-29 13:09:13.164+00,2025-10-29 13:09:14.319795+00
c28626db-6e50-44c2-b48a-1cda510f0509,"Water Energy ""90/95"" Call of Legends holo",2026-03-09 16:48:49.975+00,2026-03-09 16:48:50.788337+00
c340fd58-7b8e-4d4f-886b-004dd46e2413,Sneasel ex 103/109 Ruby and Sapphire holo,2025-10-31 11:54:28.783+00,2025-10-31 11:54:28.657403+00
c352e7f9-84fe-4cda-95c7-43fc8a622e6b,Tyranitar 12 12/75 Neo Discovery,2025-11-07 20:48:20.072+00,2025-11-07 20:48:18.550075+00
c5313614-6d50-43b3-9a7b-3d4dc5e472e9,Giratina EX 124 Full Art 124/124 Dragons Exalted holo,2025-11-16 04:32:57.759+00,2025-11-16 04:32:58.536285+00
c5423f2d-d409-4a50-b91b-9728a66366ef,Galarian Obstagoon Cosmos Holo,2025-10-29 13:05:57.544+00,2025-10-29 13:05:58.990501+00
c576ee09-9bf9-466e-b38b-2099008709da,"Farfetch'd Secret Rare ""107/106"" Emerald holo",2026-02-06 03:35:46.483+00,2026-02-06 03:35:45.965294+00
c5b6b291-0416-45f8-afbc-5be0215ec221,Rayquaza C 8/147 Cracked Ice,2025-10-30 12:57:18.784+00,2025-10-30 12:57:18.130576+00
c6921f42-41ea-45ff-b541-131f3ab5fee3,Blastoise Delta Species 2/100 Crystal Guardians reverse holo,2025-10-31 12:35:36.405+00,2025-10-31 12:35:36.419728+00
c7927235-be17-48a5-a4a3-27189a7236f6,"Gardevoir Delta Species ""6/113"" Delta Species reverse holo",2026-02-05 16:39:50.514+00,2026-02-05 16:39:49.591561+00
c7add1c4-b2b1-43bb-844d-d1ec549c9fa6,Sharpedo EX 152 Full Art 152/160 Primal Clash holo,2025-10-31 12:29:59.696+00,2025-10-31 12:29:59.479076+00
c7e8d3ff-bbbf-4f24-9220-a0ea60b37b32,"Gardevoir ""7/109"" Ruby and Sapphire reverse holo",2025-12-01 03:38:45.044+00,2025-12-01 03:38:43.165228+00
c8995ef0-935a-470e-aee5-2f0b4203872f,Slowking 14/18 Southern Islands reverse holo,2025-10-31 13:12:15.15+00,2025-10-31 13:12:14.971638+00
c9bfc88e-a9ae-4f85-9e57-b83bec6036b5,Dugtrio 5/100 Crystal Guardians reverse holo,2025-10-29 13:21:22.517+00,2025-10-29 13:21:23.762194+00
ca67a3a5-bf15-419f-bd54-1d789d5e8015,Pokemon Center Lady 105 Full Art 105/106 Flashfire holo,2025-10-31 12:58:58.626+00,2025-10-31 12:58:58.538388+00
caeb9a33-ec8a-480f-8ae6-4c5ae2a2826f,Pikachu  Sword & Shield Promo Cards SWSH020 holo,2025-11-17 03:07:07.387+00,2025-11-17 03:07:06.794452+00
cbac37f6-68b1-4351-ab64-0743fd74e906,"Snorlax ""100/144"" Skyridge reverse holo",2026-02-05 16:37:38.979+00,2026-02-05 16:37:38.878062+00
cd827f95-f379-405b-a239-bcabd38af207,"Slowking Prime ""85/90"" Undaunted holo",2026-03-10 19:57:21.771+00,2026-03-10 19:57:22.754617+00
cdfc991f-b5ce-43d7-af34-3cdea22625b1,Pikachu 58/102 PokeTour 1999,2025-10-23 21:31:45.188+00,2025-10-23 21:31:44.642132+00
ce591357-d5f0-4b26-8cc8-464efa5fdd3f,Magcargo ex 95/97 Dragon holo,2025-10-31 13:21:40.741+00,2025-10-31 13:21:40.408657+00
cf6c1f4a-a30c-4324-a7cd-134ffc322882,Eevee Pokemon Center Exclusive Scarlet & Violet Promo Cards 173 holo,2025-10-24 02:56:47.878+00,2025-10-24 02:56:46.764574+00
cf9d0995-48d1-40ef-8092-827d38fad804,"Feraligatr Delta Species ""2/101"" Dragon Frontiers reverse holo",2025-12-06 18:30:49.368+00,2025-12-06 18:30:50.924025+00
cfe89af3-ee46-4a98-a92e-5c3fb910df1c,Gardevoir EX 155 Full Art 155/160 Primal Clash holo,2025-10-31 02:52:18.688+00,2025-10-31 02:52:19.613051+00
d071235c-a318-43a3-bda7-606e14e10848,"Dragonite ex Delta Species ""91/101"" Dragon Frontiers holo",2026-02-05 19:12:52.861+00,2026-02-05 19:12:51.577521+00
d08bd442-b970-4054-88f7-bc687601ec9b,Suicune  HGSS Promos HGSS21 holo,2025-10-31 13:43:37.366+00,2025-10-31 13:43:37.002656+00
d0e0ba2e-9329-4104-ab0f-f87e076536e4,"Dragonite ""2/146"" Legends Awakened reverse holo",2025-12-27 16:36:37.671+00,2025-12-27 16:36:37.932764+00
d19ceb38-01f5-470c-97e4-767d4b232c9e,Gardevoir 7/132 Secret Wonders reverse holo,2025-10-31 13:04:08.818+00,2025-10-31 13:04:08.668755+00
d23c9172-a70b-45b4-a321-5726eb3d0f5a,Machamp EX 90 Full Art 90/98 Ancient Origins holo,2025-10-31 13:39:42.635+00,2025-10-31 13:39:42.491065+00
d254fbe7-9362-4562-bb74-dd7a41d583e6,"Here Comes Team Rocket! ""111/109"" Team Rocket Returns holo",2026-03-06 12:36:52.639+00,2026-03-06 12:36:52.725642+00
d29e3d70-c486-4898-8cd1-d0bebe742a2d,Shiftry ex 97/108 Power Keepers holo,2025-10-31 11:52:48.084+00,2025-10-31 11:52:48.067351+00
d2b3a742-24c4-4ccc-9053-ea746d777cfd,Charizard G Supreme Victors 20 reverse holo,2025-10-30 12:55:17.749+00,2025-10-30 12:55:17.089723+00
d2cbba79-8d85-479a-a2c3-55c482b2faab,Team Aqua's Cacnea 24/95 Prerelease,2025-10-30 15:14:21.67+00,2025-10-30 15:14:21.330507+00
d2d34fdd-4b72-4889-948e-2eb4b2fc40b6,Mew EX 46/124 Dragons Exalted holo,2025-10-29 19:01:08.225+00,2025-10-29 19:01:08.912371+00
d33dfe9f-5c41-40df-9c6b-a3277d975a14,"Flareon Delta Species ""5/113"" Delta Species reverse holo",2025-12-06 17:59:19.876+00,2025-12-06 17:59:20.921452+00
d377ad21-5cdd-4e07-a0fc-960ce6dfebf0,"Unown ! ""!/28"" Unseen Forces holo",2025-11-30 22:57:27.273+00,2025-11-30 22:57:25.985687+00
d3ef2d3d-960c-4ae3-8a5d-4cf66b387f59,Gengar 27/130 Diamond and Pearl reverse holo,2025-10-31 03:18:06.513+00,2025-10-31 03:18:06.849286+00
d5258a62-e749-44b4-9caf-d799e6dd243d,"Rocket's Sneasel 5 Winner ""005/009"" Best of Promos",2025-12-07 05:55:17.763+00,2025-12-07 05:55:18.950302+00
d672627a-5572-4ef7-9ee8-7ee3370aa0f0,Bellossom 16/101 Hidden Legends reverse holo,2025-10-30 15:43:04.159+00,2025-10-30 15:43:03.273665+00
d7835385-434d-46c8-ade9-24cd59fe570e,Piloswine 13/109 Team Rocket Returns reverse holo,2025-10-31 11:52:50.165+00,2025-10-31 11:52:49.968397+00
d7925f1e-9c35-4c59-ade4-1aa57553bcb8,Blastoise 13/95 Cracked Ice Holo,2025-10-31 13:11:02.241+00,2025-10-31 13:11:01.931313+00
d7e62563-971e-4fc8-aac9-3064a37d4177,"Machop ""57/92"" Legend Maker reverse holo",2026-03-09 17:37:32.142+00,2026-03-09 17:37:32.550122+00
d8eb7376-1d22-49f5-b772-600c3c92ee92,Victory Cup Battle Road Autumn 2011 1st Place Black and White Promos BW31 holo,2025-10-23 21:13:02.892+00,2025-10-23 21:13:02.577719+00
d95f31b7-563b-4698-8328-012deabb1f6e,"Blastoise ""14/100"" Crystal Guardians reverse holo",2026-02-05 23:14:10.285+00,2026-02-05 23:14:11.007004+00
d96519a6-a88f-42d6-af47-cb4c469f9c09,Mewtwo Brilliant Stars Stamped,2025-10-30 13:52:41.922+00,2025-10-30 13:52:41.255046+00
d97e8a54-7585-47b0-ba5e-5303b163f5fa,Vaporeon ex 2006 Jimmy Ballard 110/113 World Championship Decks,2025-10-29 19:32:46.013+00,2025-10-29 19:32:46.564145+00
d98368c3-a30b-4cae-95e0-1cc37789c82e,"Salamence  ""10/97"" Dragon reverse holo",2026-03-10 20:04:04.895+00,2026-03-10 20:04:05.72958+00
d9b75e28-86b2-461d-b7f7-9d630a18e6fb,Charizard ex  125/197 Jumbo Cards,2025-10-29 19:38:53.345+00,2025-10-29 19:38:54.025703+00
da444df9-1884-45db-bdc7-869f19896ad6,"Seadra ""48/109"" Team Rocket Returns reverse holo",2025-12-17 03:44:03.629+00,2025-12-17 03:44:01.342352+00
dac9f8b1-c806-4e9a-a451-4d40589b0950,Espeon Team Plasma 48/116 Plasma Freeze reverse holo,2025-10-31 02:48:14.2+00,2025-10-31 02:48:14.713933+00
db2afcf1-750a-4f3f-a8ce-419c7a6829a0,"Lugia ""29/115"" Unseen Forces reverse holo",2026-02-05 19:12:37.456+00,2026-02-05 19:12:36.852954+00
dc0825ac-856b-4c46-a74a-d2d71527820b,Gardevoir & Sylveon GX 204 Full Art 204/214 Unbroken Bonds holo,2025-10-31 13:27:25.802+00,2025-10-31 13:27:25.486929+00
dc23b9af-5cc6-41d0-a26b-f9943fe62059,Dartrix Cosmos Holo,2025-10-29 19:39:59.126+00,2025-10-29 19:39:59.694919+00
dc286e81-d55d-45f5-9a0c-cf04a1051268,"Donphan Prime ""107/123"" HeartGold SoulSilver holo",2025-11-30 23:29:42.244+00,2025-11-30 23:29:40.931108+00
dc600a0d-494b-4503-b8db-1b753df023f1,Team Rocket's Zapdos Destined Rivals Stamp,2025-10-30 13:11:46.125+00,2025-10-30 13:11:45.576152+00
de06287b-0894-4bb5-8040-81cc210ae114,Champions Festival World Championships 2018 Top Sixteen SM Promos SM148,2026-02-05 15:39:26.174+00,2026-02-05 15:39:25.458133+00
de7b7a85-46d7-4a8a-84b1-3d73c93133f4,"Togepi ""78/101"" Hidden Legends reverse holo",2026-03-10 20:02:49.519+00,2026-03-10 20:02:50.323212+00
e06c945a-2d10-4fef-af36-1300c8a832dc,"Double Colorless Energy ""103/123"" HeartGold SoulSilver reverse holo",2025-11-30 23:26:55.463+00,2025-11-30 23:26:54.140356+00
e0b5edef-6837-40fc-a357-8167d7ce307b,"Energy Retrieval ""107/110"" Legendary Collection reverse holo",2025-12-06 18:36:14.449+00,2025-12-06 18:36:15.816405+00
e12ba011-192e-4245-8ad6-98ce0b61909a,"Relicanth ""18/106"" Emerald reverse holo",2026-03-10 20:31:24.513+00,2026-03-10 20:31:25.935856+00
e143e7ad-49c6-4b85-b2f0-58bdabbb71db,Dialga G LV.X 122/127 Platinum holo,2025-10-31 11:59:46.277+00,2025-10-31 11:59:46.176038+00
e2748cc1-0674-460c-8b0a-8c134133f2a8,Aggron 2/92 Legend Maker reverse holo,2025-10-30 15:39:02.189+00,2025-10-30 15:39:01.493899+00
e274c227-a442-437b-ab84-514596e84ece,"Salamence Delta Species ""14/113"" Delta Species reverse holo",2025-11-30 22:04:01.318+00,2025-11-30 22:04:00.201332+00
e30aebba-5ec1-46b8-bb58-b0223dcdb2f8,Mirage Stadium 132/144 Skyridge reverse holo,2025-10-30 13:47:03.028+00,2025-10-30 13:47:02.39075+00
e37cd063-94a3-41d8-af01-7bc854c8b57f,Lugia EX Team Plasma 108/135 Plasma Storm holo,2025-10-31 12:50:21.03+00,2025-10-31 12:50:20.987793+00
e3874010-8bda-455e-9ba0-1dec8a15a305,Reshiram & Charizard GX Secret 217/214 Unbroken Bonds holo,2025-10-31 11:48:05.728+00,2025-10-31 11:48:05.554406+00
e4cbdd6d-21b5-49df-8a46-2a94b48b1516,Rayquaza C Lv.X Supreme Victors 146 holo,2025-10-30 20:09:56.794+00,2025-10-30 20:09:56.485423+00
e4dfdd34-86e0-4827-bbaa-b53c82510a10,Lechonk EB Games Promo,2025-11-17 03:15:07.832+00,2025-11-17 03:15:07.695574+00
e5cf5f10-5ff0-4955-a7df-5e106f671b65,"Victini EX 131 Full Art ""131/135"" Plasma Storm holo",2025-11-30 21:35:33.492+00,2025-11-30 21:35:32.557594+00
e6bc5b0a-abe9-482d-becf-6818dfc275be,Lechonk Pokemon Center Exclusive,2025-10-29 13:06:38.61+00,2025-10-29 13:06:39.683886+00
e72274a2-b772-40e0-a567-433853f435a2,Kyurem EX 96 Full Art 96/99 Next Destinies holo,2025-10-29 02:54:25.827+00,2025-10-29 02:54:25.97004+00
e7c80b6a-19ef-4793-b92c-b4873bc2955b,Rayquaza 14/146 Legends Awakened reverse holo,2025-10-30 13:03:50.14+00,2025-10-30 13:03:49.465806+00
e7cdc9a4-aa8e-4d2f-a7f4-e7c4e8dfbf29,Field Blower Secret 163/145 Guardians Rising holo,2025-10-30 15:05:48.762+00,2025-10-30 15:05:47.89337+00
e7dccd39-95bd-499d-8bc8-4198fbf1187e,Happiny 52/123 Mysterious Treasures reverse holo,2025-10-31 13:05:20.546+00,2025-10-31 13:05:20.25711+00
e7f0ed3d-a7d0-4e06-b2a4-8f2db9d8bdba,"Ditto 64/113 Squirtle ""064/113"" Delta Species reverse holo",2025-11-30 22:04:40.093+00,2025-11-30 22:04:38.966907+00
e7fcdba4-0c55-4f6d-953d-852ee159b88e,"Wartortle ""50/112"" FireRed & LeafGreen reverse holo",2025-12-02 03:56:05.518+00,2025-12-02 03:56:05.900538+00
e84fea85-9b1f-4ac9-991d-b153b64ecb33,Lv.X 95 95/99 Arceus holo,2025-10-31 02:35:09.073+00,2025-10-31 02:35:09.474151+00
e8a625c3-6d14-4770-a206-c78220605244,Gardevoir ex Delta Species 93/101 Dragon Frontiers holo,2025-11-07 16:49:42.492+00,2025-11-07 16:49:42.150879+00
ea101682-f1ba-40e4-8cd9-672f33fd1e1b,Torterra LV.X  Diamond and Pearl Promos DP09 holo,2025-10-29 19:24:58.575+00,2025-10-29 19:24:59.533764+00
eae7a417-a2cb-4dbf-80b9-fd054a591813,Potion Energy 101/110 Legendary Collection reverse holo,2025-11-23 05:39:32.304+00,2025-11-23 05:39:31.352932+00
ec94b0a1-5216-4f40-ad49-be18b80a04c9,Meowth Gold Bordered Promo,2025-12-01 03:40:42.662+00,2025-12-01 03:40:40.668448+00
ec9899bc-01d7-4a5a-b44c-983c1217c773,Rocket's Moltres 012/132 Gym Heroes,2025-11-17 03:17:18.233+00,2025-11-17 03:17:17.67949+00
ecb73a98-a655-4e47-925f-d7a5d81c33bd,Victini EX 131 Full Art 131/135 Plasma Storm holo,2025-10-24 00:32:34.207+00,2025-10-24 00:32:34.034387+00
ed7117be-e824-4946-8195-dfe2fc4f5e8c,Electabuzz ex 97/109 Ruby and Sapphire holo,2025-10-31 11:48:04.328+00,2025-10-31 11:48:04.367081+00
edd6e94d-b545-45e3-9e0f-dd8df1643467,Black Kyurem  Black and White Promos BW58 holo,2025-10-29 17:55:52.213+00,2025-10-29 17:55:53.063668+00
ee192f01-5529-4c6e-80f9-8f1c9edf1424,"Qwilfish ""27/109"" Team Rocket Returns reverse holo",2025-12-07 05:54:37.451+00,2025-12-07 05:54:38.637226+00
ee3252e3-f710-4c0e-b203-7d55c7294ee4,Magikarp & Wailord GX Full Art 160/181 Team Up holo,2025-10-30 12:47:55.541+00,2025-10-30 12:47:55.437913+00
eeb3d838-ec93-4b08-acc5-25ab8e55d7da,Paradise Resort World Championships 2023 Staff Scarlet & Violet Promo Cards 045,2025-11-21 19:47:07.159+00,2025-11-21 19:47:06.535554+00
efff6284-5fa6-4d8f-95c8-3e0ecad0a446,Raikou EX 38/108 Dark Explorers holo,2025-10-29 17:53:04.271+00,2025-10-29 17:53:05.310671+00
