search_term,item_id,title,auction_price,buy_it_now_price,shipping_cost,time_remaining,url,card_condition,tcg_product_id,tcg_url,subTypeName,lowPrice,midPrice,marketPrice,buy_it_now_total,auction_total,roi
Pokemon TCG: Battle Academy Battle Academy,v1|168249837352|0,MP Espeon - 89/214 (Mewtwo Stamped) 089/214 Promo Battle Academy 🔥🔥NM,3.99,,1.32,0d 16h 44m,https://www.ebay.com/itm/168249837352?_skw=Pokemon+TCG%3A+Battle+Academy+Battle+Academy&hash=item272c78c728:g:i9YAAeSwontphktM,,218626,https://www.tcgplayer.com/product/218626/pokemon-battle-academy-pokemon-tcg-battle-academy,Normal,45.99,54.49,44.34,,5.3100000000000005,
Pokemon TCG: Battle Academy Battle Academy,v1|298151498359|0,💥 Cinderace V - (#60 Cinderace Stamped) 043/264 Battle Academy 2022 Holo,0.99,,1.25,0d 23h 42m,https://www.ebay.com/itm/298151498359?_skw=Pokemon+TCG%3A+Battle+Academy+Battle+Academy&hash=item456b36d277:g:XgYAAeSwZqVpuYvJ,,218626,https://www.tcgplayer.com/product/218626/pokemon-battle-academy-pokemon-tcg-battle-academy,Normal,45.99,54.49,44.34,,2.24,
Pokemon TCG: Battle Academy Battle Academy,v1|358341960563|0,Pokémon TCG Cinderace V Fusion Strike 043/264 Regular Rare MINT ,1.32,,25.09,0d 9h 33m,https://www.ebay.com/itm/358341960563?_skw=Pokemon+TCG%3A+Battle+Academy+Battle+Academy&hash=item536ed86373:g:RH4AAeSwAnFn0eH7,,218626,https://www.tcgplayer.com/product/218626/pokemon-battle-academy-pokemon-tcg-battle-academy,Normal,45.99,54.49,44.34,,26.41,
Pokemon TCG: Battle Academy Battle Academy,v1|377052690748|0,Pokémon TCG Raichu GX Battle Academy 2022 20/68 Exclusive,0.99,,1.36,1d 16h 52m,https://www.ebay.com/itm/377052690748?_skw=Pokemon+TCG%3A+Battle+Academy+Battle+Academy&hash=item57ca17793c:g:UvwAAeSwE51prIja,,218626,https://www.tcgplayer.com/product/218626/pokemon-battle-academy-pokemon-tcg-battle-academy,Normal,45.99,54.49,44.34,,2.35,
"Boss's Orders Full Art ""189/192"" Rebel Clash holo",v1|358354601714|0,Boss's Orders (Full Art) 189/192 Swsh02: Rebel Clash Holo Pokémon Card,85.0,150.0,7.08,0d 11h 8m,https://www.ebay.com/itm/358354601714?_skw=Boss%27s+Orders+Full+Art+%22189%2F192%22+Rebel+Clash+holo&hash=item536f9946f2:g:EhYAAeSwxg1oxm-q,,213256,https://www.tcgplayer.com/product/213256/pokemon-swsh02-rebel-clash-bosss-orders-full-art,Holofoil,57.92,69.94,58.61,157.08,92.08,2.7120165745856353
"Boss's Orders Full Art ""189/192"" Rebel Clash holo",v1|318039971370|0,Boss's Orders (Full Art) 189/192 Swsh02: Rebel Clash Holo,375.0,487.5,12.0,1d 18h 2m,https://www.ebay.com/itm/318039971370?_skw=Boss%27s+Orders+Full+Art+%22189%2F192%22+Rebel+Clash+holo&hash=item4a0ca8d62a:g:YbwAAeSwEb5ph5V7,,213256,https://www.tcgplayer.com/product/213256/pokemon-swsh02-rebel-clash-bosss-orders-full-art,Holofoil,57.92,69.94,58.61,499.5,387.0,8.62396408839779
unopened Legends of Galar Tin Zacian V Rebel Clash,v1|127761739976|0,Pokemon TCG Galar Legend Zamazenta V Tin 2020 Thin w/ 5 Packs New Sealed,65.0,,7.52,1d 12h 29m,https://www.ebay.com/itm/127761739976?_skw=unopened+Legends+of+Galar+Tin+Zacian+V+Rebel+Clash&hash=item1dbf3170c8:g:vDEAAeSwzmFpoxBJ,,214230,https://www.tcgplayer.com/product/214230/pokemon-swsh02-rebel-clash-legends-of-galar-tin-zacian-v,Normal,58.97,75.0,55.97,,72.52,
unopened Legends of Galar Tin Zamazenta V International Version Rebel Clash,v1|127761739976|0,Pokemon TCG Galar Legend Zamazenta V Tin 2020 Thin w/ 5 Packs New Sealed,65.0,,7.52,1d 12h 29m,https://www.ebay.com/itm/127761739976?_skw=unopened+Legends+of+Galar+Tin+Zamazenta+V+International+Version+Rebel+Clash&hash=item1dbf3170c8:g:vDEAAeSwzmFpoxBJ,,279258,https://www.tcgplayer.com/product/279258/pokemon-swsh02-rebel-clash-legends-of-galar-tin-zamazenta-v-international-version,Normal,84.0,84.0,,,72.52,
Charizard Prerelease Sword & Shield Promo Cards SWSH066 holo,v1|177978457895|0,Pokémon Charizard SWSH066 Sword & Shield Prerelease Holo 170HP Card,100.0,,4.88,1d 3h 36m,https://www.ebay.com/itm/177978457895?_skw=Charizard+Prerelease+Sword+%26+Shield+Promo+Cards+SWSH066+holo&hash=item297057bf27:g:dHwAAeSwOyxpvjV8,,224365,https://www.tcgplayer.com/product/224365/pokemon-swsh-sword-and-shield-promo-cards-charizard-swsh066-prerelease,Holofoil,64.57,85.34,85.34,,104.88,
Flareon V Sword & Shield Promo Cards SWSH179 holo,v1|336492107197|0,Flareon V SWSH179 Sword & Shield Promo Holo Basic 210HP Pokémon TCG English,50.0,72.0,5.29,0d 16h 21m,https://www.ebay.com/itm/336492107197?_skw=Flareon+V+Sword+%26+Shield+Promo+Cards+SWSH179+holo&hash=item4e587e15bd:g:SJ0AAeSw591pvyEC,,253414,https://www.tcgplayer.com/product/253414/pokemon-swsh-sword-and-shield-promo-cards-flareon-v-swsh179,Holofoil,63.71,75.0,71.92,77.29,55.29,1.213153351122273
Flareon VMAX Sword & Shield Promo Cards SWSH180 holo,v1|397744545546|0,Flareon VMAX SWSH180 Sword & Shield Promo Cards Alternative Art Holo,31.0,,5.29,1d 20h 32m,https://www.ebay.com/itm/397744545546?_skw=Flareon+VMAX+Sword+%26+Shield+Promo+Cards+SWSH180+holo&hash=item5c9b6c1f0a:g:UTMAAeSwLW1pvyNp,,253415,https://www.tcgplayer.com/product/253415/pokemon-swsh-sword-and-shield-promo-cards-flareon-vmax-swsh180,Holofoil,38.39,57.35,47.89,,36.29,
Flareon VMAX Sword & Shield Promo Cards SWSH180 holo,v1|377049460861|0,Flareon VMAX - SWSH180 - Pokémon - SWSH Promo Card,55.0,100.0,7.45,0d 10h 26m,https://www.ebay.com/itm/377049460861?_skw=Flareon+VMAX+Sword+%26+Shield+Promo+Cards+SWSH180+holo&hash=item57c9e6307d:g:QaYAAeSwq95pvUQg,,253415,https://www.tcgplayer.com/product/253415/pokemon-swsh-sword-and-shield-promo-cards-flareon-vmax-swsh180,Holofoil,38.39,57.35,47.89,107.45,62.45,2.7989059650950767
Vaporeon VMAX Sword & Shield Promo Cards SWSH182 holo,v1|358353019860|0,2021 Pokémon TCG Vaporeon VMAX Promo Full Art Rapid Strike Holo SWSH182 English,69.99,100.0,5.52,0d 2h 23m,https://www.ebay.com/itm/358353019860?_skw=Vaporeon+VMAX+Sword+%26+Shield+Promo+Cards+SWSH182+holo&hash=item536f8123d4:g:NnYAAeSwJwZpqmsL,,253417,https://www.tcgplayer.com/product/253417/pokemon-swsh-sword-and-shield-promo-cards-vaporeon-vmax-swsh182,Holofoil,71.15,86.38,78.78,105.52,75.50999999999999,1.4830639494026703
Pikachu Holiday Calendar Sword & Shield Promo Cards SWSH153 holo,v1|298161354526|0,Pokemon Sword & Shield Black Star Promo Pikachu SWSH153 [Holiday Calendar],0.99,,3.56,1d 22h 39m,https://www.ebay.com/itm/298161354526?_skw=Pikachu+Holiday+Calendar+Sword+%26+Shield+Promo+Cards+SWSH153+holo&hash=item456bcd371e:g:lxYAAeSwi2FpxIdk,,283301,https://www.tcgplayer.com/product/283301/pokemon-swsh-sword-and-shield-promo-cards-pikachu-swsh153-holiday-calendar,Holofoil,45.0,56.49,39.1,,4.55,
Charizard VMAX Sword & Shield Promo Cards SWSH261 holo,v1|306833942540|0,Charizard VMAX SWSH261 SWSH: Sword & Shield Promo Cards Holo,31.0,,5.0,0d 20h 9m,https://www.ebay.com/itm/306833942540?_skw=Charizard+VMAX+Sword+%26+Shield+Promo+Cards+SWSH261+holo&hash=item4770ba680c:g:RRMAAeSw17hpvczO,,285378,https://www.tcgplayer.com/product/285378/pokemon-swsh-sword-and-shield-promo-cards-charizard-vmax-swsh261,Holofoil,30.0,45.99,39.7,,36.0,
Charizard VMAX Sword & Shield Promo Cards SWSH261 holo,v1|298134839201|0,Charizard VMAX SWSH261 SWSH: Sword & Shield Promo Cards Holo,15.5,,8.0,0d 21h 31m,https://www.ebay.com/itm/298134839201?_skw=Charizard+VMAX+Sword+%26+Shield+Promo+Cards+SWSH261+holo&hash=item456a389fa1:g:IXAAAeSw4h1puetN,,285378,https://www.tcgplayer.com/product/285378/pokemon-swsh-sword-and-shield-promo-cards-charizard-vmax-swsh261,Holofoil,30.0,45.99,39.7,,23.5,
Charizard VMAX Sword & Shield Promo Cards SWSH261 holo,v1|318035332602|0,Pokémon Charizard VMAX SWSH261 Sword & Shield Promo Holo Card,0.99,,5.07,0d 16h 57m,https://www.ebay.com/itm/318035332602?_skw=Charizard+VMAX+Sword+%26+Shield+Promo+Cards+SWSH261+holo&hash=item4a0c620dfa:g:vpUAAeSwJL9ptGUh,,285378,https://www.tcgplayer.com/product/285378/pokemon-swsh-sword-and-shield-promo-cards-charizard-vmax-swsh261,Holofoil,30.0,45.99,39.7,,6.0600000000000005,
Charizard VMAX Sword & Shield Promo Cards SWSH261 holo,v1|177980756942|0,Charizard VMAX SWSH261 SWSH: Sword & Shield Promo Cards Holo,55.0,77.0,5.0,1d 23h 43m,https://www.ebay.com/itm/177980756942?_skw=Charizard+VMAX+Sword+%26+Shield+Promo+Cards+SWSH261+holo&hash=item29707ad3ce:g:mb0AAeSwUZtpdYn5,,285378,https://www.tcgplayer.com/product/285378/pokemon-swsh-sword-and-shield-promo-cards-charizard-vmax-swsh261,Holofoil,30.0,45.99,39.7,82.0,60.0,2.7333333333333334
Charizard VMAX Sword & Shield Promo Cards SWSH261 holo,v1|227267366558|0,CHARIZARD VMAX BLACK STAR PROMO SWSH261 POKEMON TCG HOLO NM,20.0,,5.0,1d 23h 35m,https://www.ebay.com/itm/227267366558?_skw=Charizard+VMAX+Sword+%26+Shield+Promo+Cards+SWSH261+holo&hash=item34ea30ce9e:g:ogoAAeSwdr5pv06U,,285378,https://www.tcgplayer.com/product/285378/pokemon-swsh-sword-and-shield-promo-cards-charizard-vmax-swsh261,Holofoil,30.0,45.99,39.7,,25.0,
Charizard V Sword & Shield Promo Cards SWSH260 holo,v1|188189550955|0,Pokémon Charizard V SWSH260 Promo Holo Sword & Shield Trading Card,25.5,,5.07,0d 22h 53m,https://www.ebay.com/itm/188189550955?_skw=Charizard+V+Sword+%26+Shield+Promo+Cards+SWSH260+holo&hash=item2bd0f8a96b:g:k3MAAeSwAu9pvfM0,,285384,https://www.tcgplayer.com/product/285384/pokemon-swsh-sword-and-shield-promo-cards-charizard-v-swsh260,Holofoil,36.0,52.93,45.24,,30.57,
Charizard VSTAR Sword & Shield Promo Cards SWSH262 holo,v1|406795454387|0,Charizard VSTAR SWSH262 SWSH: Sword & Shield Promo Cards Holo,62.0,,8.89,1d 22h 39m,https://www.ebay.com/itm/406795454387?_skw=Charizard+VSTAR+Sword+%26+Shield+Promo+Cards+SWSH262+holo&hash=item5eb6e607b3:g:HcQAAeSwylBpn-Wj,,285396,https://www.tcgplayer.com/product/285396/pokemon-swsh-sword-and-shield-promo-cards-charizard-vstar-swsh262,Holofoil,58.0,78.73,71.19,,70.89,
Charizard VSTAR Sword & Shield Promo Cards SWSH262 holo,v1|406789738399|0,Pokémon 2022 Charizard VSTAR SWSH262 Sword & Shield Promo Holo Card English,30.0,,5.52,1d 20h 32m,https://www.ebay.com/itm/406789738399?_skw=Charizard+VSTAR+Sword+%26+Shield+Promo+Cards+SWSH262+holo&hash=item5eb68ecf9f:g:EFkAAeSwF8RpvyO8,,285396,https://www.tcgplayer.com/product/285396/pokemon-swsh-sword-and-shield-promo-cards-charizard-vstar-swsh262,Holofoil,58.0,78.73,71.19,,35.519999999999996,
Charizard VSTAR Sword & Shield Promo Cards SWSH262 holo,v1|157771065924|0,Pokémon Charizard VSTAR SWSH262 Sword & Shield Promo Holo VSTAR 280HP Card,107.5,,4.88,0d 3h 51m,https://www.ebay.com/itm/157771065924?_skw=Charizard+VSTAR+Sword+%26+Shield+Promo+Cards+SWSH262+holo&hash=item24bbe36a44:g:oikAAeSwBfhpvOda,,285396,https://www.tcgplayer.com/product/285396/pokemon-swsh-sword-and-shield-promo-cards-charizard-vstar-swsh262,Holofoil,58.0,78.73,71.19,,112.38,
Charizard VSTAR Sword & Shield Promo Cards SWSH262 holo,v1|267616085270|0,Charizard VSTAR SWSH262 SWSH: Sword & Shield Black Star Promo Holo NM,74.0,,4.88,1d 23h 18m,https://www.ebay.com/itm/267616085270?_skw=Charizard+VSTAR+Sword+%26+Shield+Promo+Cards+SWSH262+holo&hash=item3e4f296516:g:vQEAAeSwAZNptVJH,,285396,https://www.tcgplayer.com/product/285396/pokemon-swsh-sword-and-shield-promo-cards-charizard-vstar-swsh262,Holofoil,58.0,78.73,71.19,,78.88,
Charizard VSTAR Sword & Shield Promo Cards SWSH262 holo,v1|358362668415|0,Charizard VSTAR Swsh262 Swsh: Sword & Shield Promo Cards Holo (PC Binder Card),54.41,,24.23,0d 15h 55m,https://www.ebay.com/itm/358362668415?_skw=Charizard+VSTAR+Sword+%26+Shield+Promo+Cards+SWSH262+holo&hash=item5370145d7f:g:SYkAAeSw3EZpwDQn,,285396,https://www.tcgplayer.com/product/285396/pokemon-swsh-sword-and-shield-promo-cards-charizard-vstar-swsh262,Holofoil,58.0,78.73,71.19,,78.64,
"Charizard & Braixen GX ""22/236"" Cosmic Eclipse holo",v1|177978026464|0,Charizard & Braixen GX 22/236 Cosmic Eclipse Holo tag team NM,24.99,,5.0,0d 23h 9m,https://www.ebay.com/itm/177978026464?_skw=Charizard+%26+Braixen+GX+%2222%2F236%22+Cosmic+Eclipse+holo&hash=item29705129e0:g:nDMAAeSwReVplptP,,200351,https://www.tcgplayer.com/product/200351/pokemon-sm-cosmic-eclipse-charizard-and-braixen-gx,Holofoil,30.0,40.0,31.69,,29.99,
"Togepi & Cleffa & Igglybuff GX ""143/236"" Cosmic Eclipse holo",v1|406805266121|0,2019 Pokemon SM Cosmic Eclipse Togepi Cleffa Igglybuff Tag Team GX Holo #143/236,29.99,,5.52,0d 19h 59m,https://www.ebay.com/itm/406805266121?_skw=Togepi+%26+Cleffa+%26+Igglybuff+GX+%22143%2F236%22+Cosmic+Eclipse+holo&hash=item5eb77bbec9:g:7VgAAeSw0GlpxbGs,,200353,https://www.tcgplayer.com/product/200353/pokemon-sm-cosmic-eclipse-togepi-and-cleffa-and-igglybuff-gx,Holofoil,28.99,43.93,41.84,,35.51,
"Solgaleo & Lunala GX ""75/236"" Cosmic Eclipse holo",v1|157774517656|0,Solgaleo & Lunala GX 75/236 Cosmic Eclipse Ultra Rare Holo Pokemon Card,25.0,,2.5,1d 16h 21m,https://www.ebay.com/itm/157774517656?_skw=Solgaleo+%26+Lunala+GX+%2275%2F236%22+Cosmic+Eclipse+holo&hash=item24bc181598:g:41kAAeSwGVBpvuh4,,201249,https://www.tcgplayer.com/product/201249/pokemon-sm-cosmic-eclipse-solgaleo-and-lunala-gx,Holofoil,27.0,35.5,30.34,,27.5,
"Solgaleo & Lunala GX ""75/236"" Cosmic Eclipse holo",v1|127761738082|0,Solgaleo & Lunala GX 75/236 Sm-Cosmic Eclipse Holo,30.0,,4.88,1d 12h 26m,https://www.ebay.com/itm/127761738082?_skw=Solgaleo+%26+Lunala+GX+%2275%2F236%22+Cosmic+Eclipse+holo&hash=item1dbf316962:g:-soAAeSwnahprEq2,,201249,https://www.tcgplayer.com/product/201249/pokemon-sm-cosmic-eclipse-solgaleo-and-lunala-gx,Holofoil,27.0,35.5,30.34,,34.88,
"Mallow & Lana Full Art ""231/236"" Cosmic Eclipse holo",v1|287220754678|0,Mallow & Lana (Full Art) 231/236 Sm-Cosmic Eclipse Holo,100.0,,4.99,0d 21h 36m,https://www.ebay.com/itm/287220754678?_skw=Mallow+%26+Lana+Full+Art+%22231%2F236%22+Cosmic+Eclipse+holo&hash=item42dfb0e8f6:g:fE4AAeSwIpVplnoE,,201345,https://www.tcgplayer.com/product/201345/pokemon-sm-cosmic-eclipse-mallow-and-lana-full-art,Holofoil,84.95,99.58,89.5,,104.99,
"Koffing Secret ""243/236"" Cosmic Eclipse holo",v1|287221474416|0,Pokémon TCG Koffing Secret Rare 243/236 SM-Cosmic Eclipse Holo Card,7.82,,5.07,1d 7h 0m,https://www.ebay.com/itm/287221474416?_skw=Koffing+Secret+%22243%2F236%22+Cosmic+Eclipse+holo&hash=item42dfbbe470:g:L1EAAeSwS5ZpvmV3,,201354,https://www.tcgplayer.com/product/201354/pokemon-sm-cosmic-eclipse-koffing-secret,Holofoil,20.47,23.87,22.89,,12.89,
Tin Charizard GX Hidden Fates,v1|157775057215|0,Pokémon TCG Charizard GX SM211,50.0,75.0,5.07,1d 21h 30m,https://www.ebay.com/itm/157775057215?_skw=Tin+Charizard+GX+Hidden+Fates&hash=item24bc20513f:g:ThIAAeSwWxBpfpzn,,193437,https://www.tcgplayer.com/product/193437/pokemon-hidden-fates-hidden-fates-tin-charizard-gx,Normal,145.0,175.0,138.98,80.07,55.07,0.5522068965517241
"Moltres & Zapdos & Articuno GX Full Art ""66/68"" Hidden Fates holo",v1|306832453577|0,Moltres & Zapdos & Articuno GX Full Art 66/68 Hidden Fates Holo,75.0,,5.0,0d 2h 34m,https://www.ebay.com/itm/306832453577?_skw=Moltres+%26+Zapdos+%26+Articuno+GX+Full+Art+%2266%2F68%22+Hidden+Fates+holo&hash=item4770a3afc9:g:pRoAAeSwR51ps5M5,,197726,https://www.tcgplayer.com/product/197726/pokemon-hidden-fates-moltres-and-zapdos-and-articuno-gx-full-art,Holofoil,29.0,41.45,34.59,,80.0,
"Moltres & Zapdos & Articuno GX Full Art ""66/68"" Hidden Fates holo",v1|287227709763|0,Pokémon Moltres & Zapdos & Articuno GX TAG TEAM Full Art 66/68 Hidden Fates Holo,30.0,,5.0,1d 20h 41m,https://www.ebay.com/itm/287227709763?_skw=Moltres+%26+Zapdos+%26+Articuno+GX+Full+Art+%2266%2F68%22+Hidden+Fates+holo&hash=item42e01b0943:g:sVcAAeSwgSxpwcjN,,197726,https://www.tcgplayer.com/product/197726/pokemon-hidden-fates-moltres-and-zapdos-and-articuno-gx-full-art,Holofoil,29.0,41.45,34.59,,35.0,
"Charizard GX ""SV49/SV94"" Hidden Fates: Shiny Vault holo",v1|137153801662|0,Charizard GX SV49/SV94 Hidden Fates: Shiny Vault Holo,200.0,400.0,5.07,1d 10h 1m,https://www.ebay.com/itm/137153801662?_skw=Charizard+GX+%22SV49%2FSV94%22+Hidden+Fates%3A+Shiny+Vault+holo&hash=item1fef00edbe:g:RqgAAeSwmJBpvo-7,,197780,https://www.tcgplayer.com/product/197780/pokemon-hidden-fates-shiny-vault-charizard-gx,Holofoil,480.0,826.0,599.61,405.07,205.07,0.8438958333333333
"Charizard GX ""SV49/SV94"" Hidden Fates: Shiny Vault holo",v1|318032305619|0,Pokémon Charizard GX SV49/SV94 Hidden Fates Shiny Vault Full Art Holo English,161.4,440.0,5.52,0d 3h 1m,https://www.ebay.com/itm/318032305619?_skw=Charizard+GX+%22SV49%2FSV94%22+Hidden+Fates%3A+Shiny+Vault+holo&hash=item4a0c33ddd3:g:QMsAAeSwVqdpr6kw,,197780,https://www.tcgplayer.com/product/197780/pokemon-hidden-fates-shiny-vault-charizard-gx,Holofoil,480.0,826.0,599.61,445.52,166.92000000000002,0.9281666666666666
"Mewtwo GX ""SV59/SV94"" Hidden Fates: Shiny Vault holo",v1|327068982399|0,Mewtwo GX SV59/SV94 Hidden Fates: Shiny Vault Holo and other Mewtwo’s!!!!,125.0,180.0,5.89,0d 3h 18m,https://www.ebay.com/itm/327068982399?_skw=Mewtwo+GX+%22SV59%2FSV94%22+Hidden+Fates%3A+Shiny+Vault+holo&hash=item4c26d49c7f:g:-fsAAeSw7SVpxMi2,,197806,https://www.tcgplayer.com/product/197806/pokemon-hidden-fates-shiny-vault-mewtwo-gx,Holofoil,94.99,111.99,102.96,185.89,130.89,1.9569428360880092
"Scizor GX ""SV72/SV94"" Hidden Fates: Shiny Vault holo",v1|318039141833|0,Pokémon Scizor GX SV72/SV94 Hidden Fates Shiny Vault Full Art Holo 210HP Eng,65.0,100.0,4.88,1d 13h 32m,https://www.ebay.com/itm/318039141833?_skw=Scizor+GX+%22SV72%2FSV94%22+Hidden+Fates%3A+Shiny+Vault+holo&hash=item4a0c9c2dc9:g:hCIAAeSwea1pfjWo,,197826,https://www.tcgplayer.com/product/197826/pokemon-hidden-fates-shiny-vault-scizor-gx,Holofoil,55.99,68.99,59.09,104.88,69.88,1.8731916413645293
"Mewtwo & Mew GX ""71/236"" Unified Minds holo",v1|227265729789|0,Pokémon Mewtwo & Mew GX TAG TEAM Ultra Rare Holo 71/236 Sm-Unified Minds,350.0,,5.07,0d 17h 28m,https://www.ebay.com/itm/227265729789?_skw=Mewtwo+%26+Mew+GX+%2271%2F236%22+Unified+Minds+holo&hash=item34ea17d4fd:g:OC0AAeSwpHhpj5Op,,194997,https://www.tcgplayer.com/product/194997/pokemon-sm-unified-minds-mewtwo-and-mew-gx,Holofoil,69.0,112.56,92.01,,355.07,
"Latios GX Full Art ""223/236"" Unified Minds holo",v1|188185516119|0,Latios GX (Full Art) 223/236 Sm-Unified Minds Holo Pokémon Card NM,15.5,,1.32,0d 0h 38m,https://www.ebay.com/itm/188185516119?_skw=Latios+GX+Full+Art+%22223%2F236%22+Unified+Minds+holo&hash=item2bd0bb1857:g:cwUAAeSw1gJpvLqZ,,195007,https://www.tcgplayer.com/product/195007/pokemon-sm-unified-minds-latios-gx-full-art,Holofoil,18.0,29.99,25.15,,16.82,
"Mega Sableye & Tyranitar GX Full Art ""225/236"" Unified Minds holo",v1|236703960320|0,Mega Sableye & Tyranitar GX (Full Art) 225/236 Sm-Unified Minds Holo,30.0,,5.07,1d 14h 23m,https://www.ebay.com/itm/236703960320?_skw=Mega+Sableye+%26+Tyranitar+GX+Full+Art+%22225%2F236%22+Unified+Minds+holo&hash=item371ca7cd00:g:FeMAAeSwUxNpmfDd,,195089,https://www.tcgplayer.com/product/195089/pokemon-sm-unified-minds-mega-sableye-and-tyranitar-gx-full-art,Holofoil,39.0,46.5,43.76,,35.07,
"Snorlax ""158/214"" Unbroken Bonds holo",v1|117098137649|0,Pokémon TCG 2019 Cards Holo Rare Snorlax 158/214 Sun & Moon Unbroken Bonds,39.0,,4.85,0d 11h 23m,https://www.ebay.com/itm/117098137649?_skw=Snorlax+%22158%2F214%22+Unbroken+Bonds+holo&hash=item1b4397c831:g:bF0AAeSwaItpvVDC,,189260,https://www.tcgplayer.com/product/189260/pokemon-sm-unbroken-bonds-snorlax,Holofoil,37.0,48.37,44.27,,43.85,
"Snorlax ""158/214"" Unbroken Bonds holo",v1|406787432501|0,Pokémon Snorlax 158/214 Reverse Holo Card Unbroken Bonds NM Condition,26.0,,5.07,0d 21h 19m,https://www.ebay.com/itm/406787432501?_skw=Snorlax+%22158%2F214%22+Unbroken+Bonds+holo&hash=item5eb66ba035:g:Og0AAeSwt0Npvd0f,,189260,https://www.tcgplayer.com/product/189260/pokemon-sm-unbroken-bonds-snorlax,Holofoil,37.0,48.37,44.27,,31.07,
"Snorlax ""158/214"" Unbroken Bonds holo",v1|137154679112|0,Pokémon TCG Snorlax Holo Rare Card 158/214 Sun&Moon Unbroken Bonds Mint,21.5,,2.5,1d 22h 39m,https://www.ebay.com/itm/137154679112?_skw=Snorlax+%22158%2F214%22+Unbroken+Bonds+holo&hash=item1fef0e5148:g:a7IAAeSwj0Rpvvf9,,189260,https://www.tcgplayer.com/product/189260/pokemon-sm-unbroken-bonds-snorlax,Holofoil,37.0,48.37,44.27,,24.0,
"Muk & Alolan Muk GX 196 Full Art ""196/214"" Unbroken Bonds holo",v1|377053293476|0,Pokémon Muk & Alolan Muk GX Ultra Rare Full Art Holo Sm-Unbroken Bonds 196/214 …,26.99,,5.52,1d 21h 58m,https://www.ebay.com/itm/377053293476?_skw=Muk+%26+Alolan+Muk+GX+196+Full+Art+%22196%2F214%22+Unbroken+Bonds+holo&hash=item57ca20aba4:g:3EsAAeSwWv5pvzf1,,189305,https://www.tcgplayer.com/product/189305/pokemon-sm-unbroken-bonds-muk-and-alolan-muk-gx-196-full-art,Holofoil,22.0,30.0,28.88,,32.51,
"Muk & Alolan Muk GX 196 Full Art ""196/214"" Unbroken Bonds holo",v1|377053334874|0,Pokémon Muk & Alolan Muk GX Ultra Rare Full Art Holo Sm-Unbroken Bonds 196/214,5.0,,5.52,1d 22h 13m,https://www.ebay.com/itm/377053334874?_skw=Muk+%26+Alolan+Muk+GX+196+Full+Art+%22196%2F214%22+Unbroken+Bonds+holo&hash=item57ca214d5a:g:9OAAAeSw4r9pvzut,,189305,https://www.tcgplayer.com/product/189305/pokemon-sm-unbroken-bonds-muk-and-alolan-muk-gx-196-full-art,Holofoil,22.0,30.0,28.88,,10.52,
: Charizard GX Case File Detective Pikachu,v1|227267357143|0,Pokemon Detective Pikachu Charizard-GX Case File FACTORY SEALED,295.0,,0.0,1d 23h 21m,https://www.ebay.com/itm/227267357143?_skw=%3A+Charizard+GX+Case+File+Detective+Pikachu&hash=item34ea30a9d7:g:~a4AAeSwpRtpkTKE,,185242,https://www.tcgplayer.com/product/185242/pokemon-detective-pikachu-detective-pikachu-charizard-gx-case-file,Normal,180.0,554.5,151.24,,295.0,
Case File Detective Pikachu,v1|147218144166|0,🔥 Detective Pikachu Case File 🎴 Sealed 2019 Pokémon TCG 🔥🎴 Official ,89.0,,5.3,0d 17h 15m,https://www.ebay.com/itm/147218144166?_skw=Case+File+Detective+Pikachu&hash=item2246e29ba6:g:-ZAAAeSwgidpwEcs,,185245,https://www.tcgplayer.com/product/185245/pokemon-detective-pikachu-detective-pikachu-case-file,Normal,72.95,72.99,65.86,,94.3,
Case File Detective Pikachu,v1|227267357143|0,Pokemon Detective Pikachu Charizard-GX Case File FACTORY SEALED,295.0,,0.0,1d 23h 21m,https://www.ebay.com/itm/227267357143?_skw=Case+File+Detective+Pikachu&hash=item34ea30a9d7:g:~a4AAeSwpRtpkTKE,,185245,https://www.tcgplayer.com/product/185245/pokemon-detective-pikachu-detective-pikachu-case-file,Normal,72.95,72.99,65.86,,295.0,
Case File Detective Pikachu,v1|198218211330|0,Case Files (Pokémon: Detective Pikachu) Scholastic w/ Poster ,5.95,,3.95,1d 12h 49m,https://www.ebay.com/itm/198218211330?_skw=Case+File+Detective+Pikachu&hash=item2e26b9e002:g:XiAAAOSwYtNldIcf,,185245,https://www.tcgplayer.com/product/185245/pokemon-detective-pikachu-detective-pikachu-case-file,Normal,72.95,72.99,65.86,,9.9,
: Mewtwo GX Case File Detective Pikachu,v1|227267357143|0,Pokemon Detective Pikachu Charizard-GX Case File FACTORY SEALED,295.0,,0.0,1d 23h 21m,https://www.ebay.com/itm/227267357143?_skw=%3A+Mewtwo+GX+Case+File+Detective+Pikachu&hash=item34ea30a9d7:g:~a4AAeSwpRtpkTKE,,190324,https://www.tcgplayer.com/product/190324/pokemon-detective-pikachu-detective-pikachu-mewtwo-gx-case-file,Normal,170.0,188.88,171.5,,295.0,
